filename,label,pitch_mean,pitch_std,pitch_range,tempo,onset_count,spectral_centroid,spectral_rolloff,zero_crossing_rate,rms_energy,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
clip_053.wav,1,626.65173,753.69196,3845.2122,[67.99958882],15,1526.5602670107367,2697.03369140625,0.08199368990384616,0.03557415,-341.992,139.9308,-23.44673,20.35851,1.6830918,16.180353,-10.742096,-11.894198,-3.333766,-16.624016,-8.316852,-0.94240695,-8.505824
clip_054.wav,1,532.0756,634.549,3252.8489,[184.5703125],15,1496.5215058646313,2651.2342247596152,0.07749399038461538,0.054639682,-303.13455,136.91275,-17.046213,24.064775,-4.3332896,9.727636,-14.240454,-12.207195,-0.30701,-16.217367,-14.673064,-4.0398793,-8.149463
clip_055.wav,0,497.736,644.41864,3245.365,[129.19921875],15,1480.1960154494732,2602.618877704327,0.08065279447115385,0.049867857,-286.79315,147.49817,-25.13964,23.52767,-1.6639022,16.89555,-20.245869,-18.3877,-1.0906143,-15.145834,-11.616046,0.099644,-14.653669
clip_056.wav,1,622.4746,581.89545,3550.1614,[184.5703125],15,1638.7931731960387,2975.474571814904,0.09007662259615384,0.045982685,-326.0831,130.34183,-21.324017,25.02484,2.6619992,18.510616,-10.354225,-17.838673,-4.4315705,-14.334292,-11.297699,-1.227282,-9.204866
clip_057.wav,1,335.38553,209.70572,999.76825,[123.046875],15,1364.040434822831,2518.8050255408652,0.06017878605769231,0.052745946,-300.18933,143.50728,-14.280624,24.511314,4.2136993,19.25248,-15.670972,-15.9648285,-2.3999388,-17.45133,-10.53442,-3.220335,-11.393594
clip_058.wav,1,495.53183,362.58264,1691.9352,[123.046875],15,1491.3361497185506,2764.532001201923,0.06300706129807693,0.04100343,-350.0294,135.24843,-23.792084,18.5519,2.516022,13.778542,-11.809599,-11.4689245,0.08615318,-14.075381,-10.60028,-7.7250915,-3.0753427
clip_059.wav,1,556.35864,715.74695,3340.688,[107.66601562],17,1549.6329395790356,2732.894756610577,0.08057391826923077,0.03200949,-354.01553,139.2804,-22.392,22.371555,-1.7858697,8.443372,-9.496522,-8.451914,-2.7494648,-13.20238,-4.7111588,-4.9901423,-7.4826603
clip_060.wav,1,469.98953,661.8717,3804.2178,[89.10290948],19,1467.3164307279606,2678.067908653846,0.07147686298076923,0.038724825,-311.4619,138.7389,-25.266533,40.108467,8.173307,15.664102,-16.25076,-14.15108,-1.9801645,-17.078377,-7.0215893,-12.481558,-8.220074
clip_061.wav,1,577.9461,580.12897,3283.4102,[107.66601562],17,1489.64004996528,2670.034367487981,0.08002554086538462,0.04604812,-323.37592,145.28252,-22.717405,15.867826,0.6230236,11.858941,-14.971406,-7.2908216,-5.156645,-19.951437,-8.406153,-7.4060516,-5.5641603
clip_062.wav,0,506.40482,660.8864,3396.369,[123.046875],14,1659.482124535981,2970.919471153846,0.08613656850961539,0.03234189,-329.21176,130.4209,-25.24074,32.61548,1.4494098,11.10831,-11.805844,-10.155851,-1.6314344,-14.028869,-7.105057,-5.914676,-7.209086
clip_063.wav,0,492.98816,561.2229,3481.9216,[54.97839096],12,1620.5564924797845,2911.703162560096,0.08379281850961538,0.027726507,-391.14508,131.9003,-16.92118,13.851345,2.4611511,13.65493,-4.5804834,-5.1862407,-6.835651,-13.336788,-6.151679,-3.646592,-2.3110273
clip_064.wav,1,350.45282,245.16083,1503.5734,[184.5703125],14,1202.165263488651,2152.24365234375,0.04786658653846154,0.03309847,-369.24863,146.46431,-3.9216774,22.589535,-3.6056294,6.220957,-9.447071,-4.474599,-9.004332,-19.686956,-5.853409,-3.7941892,-4.265241
clip_065.wav,1,604.60114,907.8438,3763.2983,[107.66601562],14,1620.5002119145688,2858.53271484375,0.08756009615384615,0.030129705,-344.95435,133.85143,-17.270935,31.603628,-8.135497,9.238858,-10.227003,-6.7934146,-5.8002086,-18.331108,-5.9150305,-2.2687318,-3.975923
clip_066.wav,1,367.2155,248.84662,1467.0919,[135.99917763],14,1322.5589780568596,2400.1239483173076,0.054852764423076926,0.031565405,-355.22296,144.88939,-5.8106265,24.606709,-1.6178831,15.120175,-16.4545,-2.8775797,2.3666024,-18.00173,-9.455509,0.5366618,-11.304158
clip_067.wav,1,494.75955,693.34283,3261.6328,[161.49902344],21,1741.47169306522,3222.029747596154,0.09230018028846154,0.022032006,-371.0429,128.3639,-22.011436,18.23469,-0.6117765,23.33692,-11.970246,-11.11363,8.707324,-10.372958,-9.951461,-2.3382034,-11.074993
clip_068.wav,0,512.6924,636.71405,3754.5146,[123.046875],13,1774.3276640548686,3299.217998798077,0.09049353966346153,0.03574949,-330.0553,130.01761,-27.144686,29.913269,-3.2210233,18.888798,-19.146187,-16.429022,3.6706648,-15.606383,-11.299074,0.38899383,-11.807952
